time,open,high,low,close,volume
2020-11-10 20:00:00,11.42,11.5,11.4,11.48,1756
2020-11-10 19:00:00,11.55,11.59,11.5,11.5,2992
2020-11-10 18:00:00,11.55,11.59,11.55,11.55,5114
2020-11-10 17:00:00,11.1,11.65,11.09,11.32,30226
2020-11-10 16:00:00,11.3,11.34,11.1,11.11,726518
2020-11-10 15:00:00,11.45,11.47,11.25,11.31,266581
2020-11-10 14:00:00,11.5188,11.6188,11.38,11.44,388098
2020-11-10 13:00:00,11.31,11.66,11.295,11.52,407673
2020-11-10 12:00:00,11.04,11.475,11.04,11.3112,404267
2020-11-10 11:00:00,11.25,11.39,10.83,11.04,804742
2020-11-10 10:00:00,11.5,11.75,11.21,11.24,600953
2020-11-10 09:00:00,11.55,11.74,11.35,11.4999,18847
2020-11-10 08:00:00,11.6,11.6,11.37,11.6,3388
2020-11-10 07:00:00,11.95,12.02,11.5,11.6,2368
2020-11-10 06:00:00,11.6,11.6,11.46,11.54,600
2020-11-10 05:00:00,11.7,12.05,11.7,12.05,987
2020-11-09 20:00:00,11.58,11.58,11.5,11.5,1101
2020-11-09 19:00:00,11.54,11.59,11.51,11.51,3806
2020-11-09 18:00:00,11.5,11.8,11.5,11.63,3937
2020-11-09 17:00:00,11.49,11.6,11.35,11.55,19389
2020-11-09 16:00:00,11.49,11.87,11.25,11.5,1395534
2020-11-09 15:00:00,11.53,11.62,11.32,11.49,562539
2020-11-09 14:00:00,11.674,11.74,11.4576,11.54,455846
2020-11-09 13:00:00,11.92,12.0,11.61,11.67,605324
2020-11-09 12:00:00,12.1,12.1878,11.8,11.92,534177
2020-11-09 11:00:00,12.22,12.31,11.78,12.09,1078422
2020-11-09 10:00:00,12.7,12.93,12.1,12.22,1437725
2020-11-09 09:00:00,12.5399,12.95,12.25,12.66,86634
2020-11-09 08:00:00,12.5,12.57,12.25,12.39,19549
2020-11-09 07:00:00,12.49,12.5,12.25,12.5,470
2020-11-09 06:00:00,12.25,12.65,12.23,12.65,934
2020-11-09 05:00:00,11.9,12.23,11.9,12.23,385
2020-11-06 19:00:00,12.08,12.08,11.99,12.0,4055
2020-11-06 18:00:00,12.0,12.05,11.9,12.05,5844
2020-11-06 17:00:00,11.86,12.1,11.83,11.91,17124
2020-11-06 16:00:00,11.9399,12.04,11.8,11.87,895343
2020-11-06 15:00:00,12.0,12.02,11.81,11.931,397505
2020-11-06 14:00:00,11.81,12.095,11.78,11.9981,650519
2020-11-06 13:00:00,11.64,11.95,11.64,11.81,644721
2020-11-06 12:00:00,11.68,11.8,11.5532,11.635,404143
2020-11-06 11:00:00,12.02,12.02,11.65,11.68,1004162
2020-11-06 10:00:00,11.43,12.17,11.29,12.02,1399106
2020-11-06 09:00:00,11.3,11.44,11.25,11.44,10144
2020-11-06 08:00:00,11.44,11.44,11.39,11.4,624
2020-11-05 20:00:00,11.49,11.49,11.49,11.49,320
2020-11-05 19:00:00,11.64,11.64,11.64,11.64,301
2020-11-05 18:00:00,11.6,11.6,11.49,11.6,7841
2020-11-05 17:00:00,11.45,11.77,11.45,11.55,13028
2020-11-05 16:00:00,11.521,11.65,11.45,11.46,935063
2020-11-05 15:00:00,11.5,11.5337,11.36,11.5237,385479
2020-11-05 14:00:00,11.48,11.59,11.4725,11.515,262326
2020-11-05 13:00:00,11.57,11.5828,11.34,11.48,620145
2020-11-05 12:00:00,11.6231,11.71,11.41,11.5665,510472
2020-11-05 11:00:00,11.57,11.84,11.5453,11.63,995211
2020-11-05 10:00:00,11.11,11.75,11.05,11.57,947260
2020-11-05 09:00:00,11.26,11.29,10.91,11.14,12534
2020-11-05 08:00:00,11.29,11.29,11.0,11.0,1054
2020-11-05 07:00:00,11.42,11.42,11.42,11.42,300
2020-11-05 06:00:00,11.19,11.45,11.19,11.45,350
2020-11-05 05:00:00,10.96,10.96,10.74,10.74,594
2020-11-04 20:00:00,11.0,11.1,11.0,11.1,2881
2020-11-04 19:00:00,10.9,10.95,10.9,10.95,410
2020-11-04 18:00:00,10.91,10.93,10.9,10.9,4086
2020-11-04 17:00:00,10.94,10.95,10.77,10.95,23368
2020-11-04 16:00:00,10.8011,10.94,10.69,10.9,1058763
2020-11-04 15:00:00,10.94,10.99,10.61,10.8,991047
2020-11-04 14:00:00,10.9789,11.07,10.92,10.93,379626
2020-11-04 13:00:00,11.0399,11.1,10.96,10.97,536589
2020-11-04 12:00:00,11.15,11.16,10.93,11.04,660069
2020-11-04 11:00:00,11.27,11.37,10.97,11.1572,1107130
2020-11-04 10:00:00,11.93,11.93,11.22,11.27,996414
2020-11-04 09:00:00,11.77,11.98,11.63,11.9299,37766
2020-11-04 08:00:00,11.8,12.0,11.69,11.77,20907
2020-11-04 07:00:00,11.86,11.86,11.86,11.86,120
2020-11-04 05:00:00,11.9,11.93,11.9,11.93,778
2020-11-03 20:00:00,11.67,11.69,11.51,11.51,3666
2020-11-03 19:00:00,11.57,11.69,11.57,11.59,4578
2020-11-03 18:00:00,11.6,11.65,11.31,11.53,8921
2020-11-03 17:00:00,11.57,11.64,11.53,11.64,10048
2020-11-03 16:00:00,11.6101,11.86,11.54,11.56,2011478
2020-11-03 15:00:00,11.355,11.62,11.34,11.62,402805
2020-11-03 14:00:00,11.5178,11.52,11.35,11.36,413402
2020-11-03 13:00:00,11.58,11.715,11.43,11.5,782665
2020-11-03 12:00:00,11.3485,11.58,11.31,11.57,815370
2020-11-03 11:00:00,11.07,11.42,11.04,11.35,1539336
2020-11-03 10:00:00,10.84,11.07,10.63,11.05,920235
2020-11-03 09:00:00,10.8028,10.95,10.8,10.8,15065
2020-11-03 08:00:00,10.86,10.86,10.81,10.81,954
2020-11-03 06:00:00,10.8,10.8,10.8,10.8,1000
2020-11-02 20:00:00,10.76,10.85,10.75,10.84,4381
2020-11-02 19:00:00,10.8,10.8,10.75,10.78,2099
2020-11-02 18:00:00,10.7,10.7,10.7,10.7,5505
2020-11-02 17:00:00,10.75,10.8,10.71,10.76,3342
2020-11-02 16:00:00,10.525,10.8,10.52,10.75,1356112
2020-11-02 15:00:00,10.52,10.6,10.5,10.5289,493913
2020-11-02 14:00:00,10.8,10.805,10.52,10.52,371274
2020-11-02 13:00:00,10.7,10.82,10.665,10.8,408973
2020-11-02 12:00:00,10.72,10.75,10.515,10.695,589537
2020-11-02 11:00:00,11.02,11.09,10.71,10.725,716234
2020-11-02 10:00:00,10.9,11.05,10.5426,11.0163,1030708
