,Date,# of Comments
935,12/04/2020 11:00,11
936,12/04/2020 10:00,7
937,12/04/2020 09:00,1
938,12/03/2020 11:00,12
939,12/03/2020 10:00,1
940,12/03/2020 03:00,1
941,12/03/2020 02:00,4
942,12/03/2020 00:00,2
943,12/02/2020 23:00,5
944,12/02/2020 22:00,1
945,12/02/2020 21:00,6
946,12/02/2020 20:00,7
947,12/02/2020 19:00,2
948,12/02/2020 18:00,1
949,12/02/2020 17:00,12
950,12/02/2020 16:00,25
951,12/02/2020 15:00,61
952,12/02/2020 14:00,12
953,12/02/2020 13:00,6
954,12/02/2020 10:00,7
955,12/02/2020 02:00,6
956,12/02/2020 00:00,1
957,12/01/2020 23:00,3
958,12/01/2020 22:00,4
959,12/01/2020 20:00,9
960,12/01/2020 19:00,5
961,12/01/2020 18:00,4
962,12/01/2020 17:00,9
963,12/01/2020 16:00,10
964,12/01/2020 15:00,19
965,12/01/2020 14:00,23
966,12/01/2020 13:00,24
967,12/01/2020 12:00,6
968,12/01/2020 11:00,8
969,12/01/2020 10:00,8
970,12/01/2020 02:00,7
971,12/01/2020 00:00,28
