Date,Open,High,Low,Close,Adj Close,Volume,Stock_Date,Close_Curr_Day,Open_Curr_Day,Vol_Curr_Day,Diff_Curr_Day,Abs_Diff_Curr_Day,Close_Prev_1_Day,Open_Prev_1_Day,Vol_Prev_1_Day,Diff_Prev_1_Day,Abs_Diff_Prev_1_Day,Close_Prev_2_Day,Open_Prev_2_Day,Vol_Prev_2_Day,Diff_Prev_2_Day,Abs_Diff_Prev_2_Day,Close_Prev_3_Day,Open_Prev_3_Day,Vol_Prev_3_Day,Diff_Prev_3_Day,Abs_Diff_Prev_3_Day
12/1/2020,17.110001,17.4,15.76,15.8,15.8,12666000.0,2020-12-01,15.8,17.110001,12666000.0,-1.3100009999999997,1.3100009999999997,16.559999,18.17,31983500.0,-1.6100010000000005,1.6100010000000005,16.08,15.29,12504200.0,0.7899999999999991,0.7899999999999991,14.75,13.6,8860100.0,1.1500000000000004,1.1500000000000004
12/2/2020,15.7,16.68,15.38,16.58,16.58,7883400.0,2020-12-02,16.58,15.7,7883400.0,0.879999999999999,0.879999999999999,15.8,17.110001,12666000.0,-1.3100009999999997,1.3100009999999997,16.559999,18.17,31983500.0,-1.6100010000000005,1.6100010000000005,16.08,15.29,12504200.0,0.7899999999999991,0.7899999999999991
12/3/2020,16.48,16.639999,15.87,16.120001,16.120001,6295000.0,2020-12-03,16.120001,16.48,6295000.0,-0.35999900000000196,0.35999900000000196,16.58,15.7,7883400.0,0.879999999999999,0.879999999999999,15.8,17.110001,12666000.0,-1.3100009999999997,1.3100009999999997,16.559999,18.17,31983500.0,-1.6100010000000005,1.6100010000000005
12/4/2020,16.299999,17.290001,16.26,16.9,16.9,8972700.0,2020-12-04,16.9,16.299999,8972700.0,0.6000009999999989,0.6000009999999989,16.120001,16.48,6295000.0,-0.35999900000000196,0.35999900000000196,16.58,15.7,7883400.0,0.879999999999999,0.879999999999999,15.8,17.110001,12666000.0,-1.3100009999999997,1.3100009999999997
12/7/2020,17.0,17.5,16.219999,16.35,16.35,7386300.0,2020-12-07,16.35,17.0,7386300.0,-0.6499999999999986,0.6499999999999986,16.9,16.299999,8972700.0,0.6000009999999989,0.6000009999999989,16.120001,16.48,6295000.0,-0.35999900000000196,0.35999900000000196,16.58,15.7,7883400.0,0.879999999999999,0.879999999999999
12/8/2020,16.370001,17.209999,15.93,16.940001,16.940001,16120200.0,2020-12-08,16.940001,16.370001,16120200.0,0.5700000000000003,0.5700000000000003,16.35,17.0,7386300.0,-0.6499999999999986,0.6499999999999986,16.9,16.299999,8972700.0,0.6000009999999989,0.6000009999999989,16.120001,16.48,6295000.0,-0.35999900000000196,0.35999900000000196
12/9/2020,13.92,14.73,13.23,13.66,13.66,24357900.0,2020-12-09,13.66,13.92,24357900.0,-0.2599999999999998,0.2599999999999998,16.940001,16.370001,16120200.0,0.5700000000000003,0.5700000000000003,16.35,17.0,7386300.0,-0.6499999999999986,0.6499999999999986,16.9,16.299999,8972700.0,0.6000009999999989,0.6000009999999989
12/10/2020,13.12,14.41,13.05,14.12,14.12,7558900.0,2020-12-10,14.12,13.12,7558900.0,1.0,1.0,13.66,13.92,24357900.0,-0.2599999999999998,0.2599999999999998,16.940001,16.370001,16120200.0,0.5700000000000003,0.5700000000000003,16.35,17.0,7386300.0,-0.6499999999999986,0.6499999999999986
12/11/2020,13.91,14.0,13.02,13.31,13.31,7496900.0,2020-12-11,13.31,13.91,7496900.0,-0.5999999999999996,0.5999999999999996,14.12,13.12,7558900.0,1.0,1.0,13.66,13.92,24357900.0,-0.2599999999999998,0.2599999999999998,16.940001,16.370001,16120200.0,0.5700000000000003,0.5700000000000003
12/14/2020,13.34,13.43,12.14,12.72,12.72,10007100.0,2020-12-14,12.72,13.34,10007100.0,-0.6199999999999992,0.6199999999999992,13.31,13.91,7496900.0,-0.5999999999999996,0.5999999999999996,14.12,13.12,7558900.0,1.0,1.0,13.66,13.92,24357900.0,-0.2599999999999998,0.2599999999999998
12/15/2020,12.78,14.02,12.48,13.85,13.85,8192900.0,2020-12-15,13.85,12.78,8192900.0,1.0700000000000003,1.0700000000000003,12.72,13.34,10007100.0,-0.6199999999999992,0.6199999999999992,13.31,13.91,7496900.0,-0.5999999999999996,0.5999999999999996,14.12,13.12,7558900.0,1.0,1.0
12/16/2020,13.96,14.31,13.58,13.85,13.85,5865100.0,2020-12-16,13.85,13.96,5865100.0,-0.11000000000000121,0.11000000000000121,13.85,12.78,8192900.0,1.0700000000000003,1.0700000000000003,12.72,13.34,10007100.0,-0.6199999999999992,0.6199999999999992,13.31,13.91,7496900.0,-0.5999999999999996,0.5999999999999996
12/17/2020,13.96,14.98,13.59,14.83,14.83,8194900.0,2020-12-17,14.83,13.96,8194900.0,0.8699999999999992,0.8699999999999992,13.85,13.96,5865100.0,-0.11000000000000121,0.11000000000000121,13.85,12.78,8192900.0,1.0700000000000003,1.0700000000000003,12.72,13.34,10007100.0,-0.6199999999999992,0.6199999999999992
12/18/2020,15.78,16.299999,15.18,15.63,15.63,16618800.0,2020-12-18,15.63,15.78,16618800.0,-0.14999999999999858,0.14999999999999858,14.83,13.96,8194900.0,0.8699999999999992,0.8699999999999992,13.85,13.96,5865100.0,-0.11000000000000121,0.11000000000000121,13.85,12.78,8192900.0,1.0700000000000003,1.0700000000000003
12/21/2020,15.81,16.35,15.28,15.53,15.53,9876100.0,2020-12-21,15.53,15.81,9876100.0,-0.28000000000000114,0.28000000000000114,15.63,15.78,16618800.0,-0.14999999999999858,0.14999999999999858,14.83,13.96,8194900.0,0.8699999999999992,0.8699999999999992,13.85,13.96,5865100.0,-0.11000000000000121,0.11000000000000121
12/22/2020,16.219999,20.040001,16.15,19.459999,19.459999,30652700.0,2020-12-22,19.459999,16.219999,30652700.0,3.2399999999999984,3.2399999999999984,15.53,15.81,9876100.0,-0.28000000000000114,0.28000000000000114,15.63,15.78,16618800.0,-0.14999999999999858,0.14999999999999858,14.83,13.96,8194900.0,0.8699999999999992,0.8699999999999992
12/23/2020,20.17,22.35,19.129999,20.57,20.57,25830300.0,2020-12-23,20.57,20.17,25830300.0,0.3999999999999986,0.3999999999999986,19.459999,16.219999,30652700.0,3.2399999999999984,3.2399999999999984,15.53,15.81,9876100.0,-0.28000000000000114,0.28000000000000114,15.63,15.78,16618800.0,-0.14999999999999858,0.14999999999999858
12/24/2020,21.01,21.48,19.950001,20.15,20.15,6262200.0,2020-12-24,20.15,21.01,6262200.0,-0.860000000000003,0.860000000000003,20.57,20.17,25830300.0,0.3999999999999986,0.3999999999999986,19.459999,16.219999,30652700.0,3.2399999999999984,3.2399999999999984,15.53,15.81,9876100.0,-0.28000000000000114,0.28000000000000114
12/28/2020,21.309999,21.969999,20.35,20.99,20.99,8965900.0,2020-12-28,20.99,21.309999,8965900.0,-0.3199990000000028,0.3199990000000028,20.15,21.01,6262200.0,-0.860000000000003,0.860000000000003,20.57,20.17,25830300.0,0.3999999999999986,0.3999999999999986,19.459999,16.219999,30652700.0,3.2399999999999984,3.2399999999999984
